ID,Text,UserName,UserFollowerCount,RetweetCount,Likes,CreatedAt,compound,score
999253120109727744,"Buy this coin in Binance right now!Possible profit TAUse mah reflink, please/GxqrML0YSN     THAN… /H2gvfgO8He",Tomas Shelby,60952,1,0,Wed May 23 11:38:03 +0000 2018,0.4926,30025.447799999998
999253121959247872,RT : Blockbid Official PRESS RELEASE: AUSTRAC Approve Crypto License for Australia’s First Insured Exchange &amp; Updates on Beta L…,Fitriyana Tedi,871,220,0,Wed May 23 11:38:04 +0000 2018,0.0,0.0
999253123280621570,RT : ⚡️Hurry! We will choose 25 random followers to win 0.2 ETH⚡️🚀Please Support Alphacrypt Token🚀1. FOLLOW2. LIKE AND RETW…,Es lo que hay...,28,295,0,Wed May 23 11:38:04 +0000 2018,0.8757,25.395300000000002
999253124861788160,"New Study: 20% of ICOs Are Scams, But Investors Aren’t Fazed /cExqsK0y8r newsoftheweek Bitcoin… /Ls1RfNmiYX",Remi Vee 🛡️,149209,2,4,Wed May 23 11:38:04 +0000 2018,-0.34,-253657.0
999253127529349120,"RT : Airdrop starts soonName : Edu TokenSymbol : EDUTotal Supply : 25,000,000Listing Price : 0.75 USD500 PEOPLE GET 1,0…",Karen Ong,3,199,0,Wed May 23 11:38:05 +0000 2018,0.0,0.0
999253135389577216,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Andrey Auev,965,12420,0,Wed May 23 11:38:07 +0000 2018,0.0,0.0
999253137184604160,RT : Did you know that Blockbid will facilitate trading of more coins on a single platform than any other exchange?For more…,Fitriyana Tedi,871,138,0,Wed May 23 11:38:07 +0000 2018,0.0,0.0
999253137251799040,RT : ⚡️Hurry! We will choose 25 random followers to win 0.2 ETH⚡️🚀Please Support Alphacrypt Token🚀1. FOLLOW2. LIKE AND RETW…,Solomon Igbozurike,8,295,0,Wed May 23 11:38:07 +0000 2018,0.8757,7.8813
999253137834717184,"RT : $BTC Update (5/22): Keep an eye on a bounce off the golden pocket ($7,705.80-$7,818.44). Not worried if that doesn't hold…",Rick,29,40,0,Wed May 23 11:38:07 +0000 2018,0.2235,6.705
999253139764236288,VertChain Airdrop 2 is now liveEach users will receive 3000 VTC tokens worth $700 and also get 1500 VTC tokens $3… /0vWLz72gzD,Belma Aysel,2,0,0,Wed May 23 11:38:08 +0000 2018,0.2263,0.6789000000000001
999253140422701056,RT : NIM tokens unlock functionality on the platform. NIM are used to open stores and unlocks the ability to buy branded produc…,Андрей Студентов,12786,164,0,Wed May 23 11:38:08 +0000 2018,0.3182,4068.8233999999998
999253145179049984,MIT Is Testing A Smart Contract-Powered Bitcoin Lightning Network /hI51lc7VyI via ,Smaulgld,4352,1,0,Wed May 23 11:38:09 +0000 2018,0.4019,1749.4706999999999
999253146894352384,"💰 ICOcreed FREE TOKENS 💰🍀Get free 2,000 CREED tokens on the following airdrop: /HLyVv4GxuU ℹ️ Fol… /ctvTrAZxwc",vytboy,395,0,0,Wed May 23 11:38:10 +0000 2018,0.8091,320.40360000000004
999253151239700480,RT : SYNIX token is back for good.Follow  LikeRetweetComment your ETH address  airdrop bounty freecoin freetoken cry…,cahyadi,389,566,0,Wed May 23 11:38:11 +0000 2018,0.0,0.0
999253152888221696,RT : For the first time blockchain technology can be used to raise money for small business projects and for crypto entrepreneu…,@cryptomagnet,3685,92,0,Wed May 23 11:38:11 +0000 2018,0.0,0.0
999253155312369664,RT : Happy Bitcoin Pizza Day!/BWFDczBKVUcrypto cryptocurrency blockchain BitcoinPizzaDay Bitcoin Btc Eth…,Fitriyana Tedi,871,76,0,Wed May 23 11:38:12 +0000 2018,0.6114,533.1408
999253160865681408,UbiatarPlay will be more than a platform and more than a social network: it will be all these things a… /UZNhm9Xm0A,Raj,3502,0,0,Wed May 23 11:38:13 +0000 2018,0.0,0.0
999253161733914624,RT : Enabling /oXIXJbYU9R community power:Participate in social activity and charity programs among Peur community…,Genry Lor,8823,1850,0,Wed May 23 11:38:13 +0000 2018,0.4215,3719.316
999253164619640832,🚀🚀🚀🚀  SRN/BTC📶 Entry Point: 0.0000394⚠ Stop Lost: 0.0000350📈 Sell Targets:💥  Short Term &gt; 0.0000430💥  Mid… /3h78HA1AJN,Data Crypto Trading - Signals,169,0,0,Wed May 23 11:38:14 +0000 2018,-0.5423,-92.191
999253165886222342,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,まとん,313,3095,0,Wed May 23 11:38:14 +0000 2018,0.0,0.0
999253170063855616,🚀🚀🚀🚀SRN/BTC📶 Prezzo: 0.0000394⚠ Stop Lost: 0.0000350📈 Obiettivi:💥  Short Target --&gt; 0.0000430💥  Mid Target… /Vi00cQVqTe,Crypto Segnali,60,0,0,Wed May 23 11:38:15 +0000 2018,-0.5423,-33.0803
999253173314387968,"RT : We have updated our website: /W6zQQHqZOyMore updates coming soon, stay tuned!bazista bitcoin ethereum e…",Наташа Лозова,6036,7,0,Wed May 23 11:38:16 +0000 2018,0.0,0.0
999253175822467074,RT : ⬆ +8 Argentinian Bank Replace SWIFT With Bitcoin Transfers /mkmDV81i0r $BTC bitcoin $XRP ripple XBT cry…,MoonzSmile,421,4,0,Wed May 23 11:38:16 +0000 2018,0.368,155.296
999253176757997568,RT : Follow the primary trends.  New alignments forming.  Old alignments needing a pause to refresh the broader trends.Eric De Gr…,BitCoinX Asia,184,1,0,Wed May 23 11:38:17 +0000 2018,0.0,0.0
999253177307451393,RT : Check out our new bounty program on Bitcointalk .  /GuDCsq7eSt  Over $550K in bounty rewards up for grabs.  bount…,ALLI SAMSON,136,7099,0,Wed May 23 11:38:17 +0000 2018,0.4767,65.3079
999253180474118145,More help for Australia's scam victims /XrNDt5VEmT bitcoin $BTC blockchain crypto coinmarketbot,CoinMarketBot,1039,0,0,Wed May 23 11:38:18 +0000 2018,-0.4601,-478.504
999253201894498304,RT : KuCoin is launching a new promotion. We are offering 3 BTC giveaway. All you need to do is:1. Follow . Retweet…,Andrey Auev,965,10619,0,Wed May 23 11:38:23 +0000 2018,0.0,0.0
999253206466150400,RT : We are happy to announce that our new airdrop program is officially live! Visit /lVOlgq2Fu5  for more info!Ai…,thao tien,18,7353,0,Wed May 23 11:38:24 +0000 2018,0.6467,12.287300000000002
999253213206364160,The ecosystem Cibyt is built on top of the Ethereum platform with smart contracts and will assist start-ups in gett… /0Vu8IvDKa3,Lukmankhan #JibbitICO,3697,0,0,Wed May 23 11:38:25 +0000 2018,0.5423,2005.4254
999253228297437184,"RT : Airdrop starts soonName : Edu TokenSymbol : EDUTotal Supply : 25,000,000Listing Price : 0.75 USD500 PEOPLE GET 1,0…",imhaka,119,199,0,Wed May 23 11:38:29 +0000 2018,0.0,0.0
999253238028357632,RT : [WATCH] Kidnappers demand Bitcoin ransom for KatlegoMarite.For more &gt;&gt; /di0MRscGee /WKjXzVJbRv,Mutuka wa haya,29,181,0,Wed May 23 11:38:31 +0000 2018,-0.128,-3.84
999253239609503744,"RT : PAYTHER biggest Airdrop! 🌟Symbol: PYTAirdrop: 300 Million PYT[Possible worth $15,000,000]To Receive Payther: 1.…",Karen Ong,3,123,0,Wed May 23 11:38:32 +0000 2018,0.2942,1.1768
999253242772099072,"RT : $20K: Everyone is ""in for the tech"".$13K: Everyone is panicking.$8K: Everyone is out. ...$50K: Everyone is ""in for…",jhdhs,2,395,0,Wed May 23 11:38:32 +0000 2018,0.0,0.0
999253247452889088,"RT : MERCATOX AIRDROP-Get free worth $100 BTC/ETH balance in your Mercatox BTC/ETH Wallet for the first 5,000 applicants only.-G…",Md Kausar,354,399,0,Wed May 23 11:38:34 +0000 2018,0.6369,226.0995
999253256256671745,RT : Bethereum in Top 3 in blockchain pitching competition at D10E Malta! Thank you Bethereans for all the luck 🤞d10e cry…,Jessel May A. Dela Cruz,1914,867,0,Wed May 23 11:38:36 +0000 2018,0.7644,1463.826
999253261361135616,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,trinhdinhhoan,6,12420,0,Wed May 23 11:38:37 +0000 2018,0.0,0.0
999253265698074625,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,Ron,227,3095,0,Wed May 23 11:38:38 +0000 2018,0.0,0.0
999253271880589312,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,CryptoAirdrops###,190,3095,0,Wed May 23 11:38:39 +0000 2018,0.0,0.0
999253272123801600,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Vyacheslav,6434,12420,0,Wed May 23 11:38:39 +0000 2018,0.0,0.0
999253272694312960,RT : What would work better for those living in Africa BTC BCH LTC DGB Crypo Africa Investment Visa MasterCard,NewWorldHoarder[BTC][DGB],21,28,0,Wed May 23 11:38:40 +0000 2018,0.4404,9.6888
999253276423086081,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,Digital Grapher,377,3095,0,Wed May 23 11:38:40 +0000 2018,0.0,0.0
999253288070545408,CGCX ICO CrowdsaleBitcoin Blockchain Token ETH Ethereum TokenSaleFirst Hybrid Crypto Platform In Singapo… /fbOGyeIjCx,kikimahendra,533,0,1,Wed May 23 11:38:43 +0000 2018,0.0,0.0
999253289656037376,RT : Did Obama illegally hold the highest office in our land? How did he pass the background checks? What powerful individual…,🇺🇸 ALR Patriot 🇺🇸,573,288,0,Wed May 23 11:38:44 +0000 2018,0.4871,279.5954
999253291706998784,RT : 🚀There are only 5 HOURS left!Whitelist your wallet now for the PRESALE!🚴Hurry up to buy FOXT  with 50% BONUS❌Don't mis…,Bounty & Airdrop,1202,34,0,Wed May 23 11:38:44 +0000 2018,0.0,0.0
999253291870535682,"RT : Wish us luck today at D10E Malta conference, where we are competing for $100,000 INVESTMENT PRIZE! 🤞d10e malta block…",Jessel May A. Dela Cruz,1914,891,0,Wed May 23 11:38:44 +0000 2018,0.8757,1676.9655
999253293607014400,"RT : Did you see the first preview of Blockshipping's GSCP Platform? If not, check the video below: /ELfEP2QRE1…",Kara Moris,4381,154,0,Wed May 23 11:38:45 +0000 2018,0.0,0.0
999253294374621184,Patient the bulls will come back aggressivelyBitcointhestocks consensus ny newyork Cryptocurrency bitcoin… /7B0vw2BFlk,Gioj Durante,32,1,4,Wed May 23 11:38:45 +0000 2018,0.0,0.0
999253295884652544,🚀🚀🚀🚀  TIX/BTC📶 Entry Point: 0.0000506⚠ Stop Lost: 0.0000460📈 Sell Targets:💥  Short Term &gt; 0.0000560💥  Mid… /cHg0UCj6dP,Data Crypto Trading - Signals,169,0,0,Wed May 23 11:38:45 +0000 2018,-0.5423,-92.191
999253296966787072,"RT : Share your excitement with us, join Telegram 🤩 /GNzDB29Lpn // tvrevolution crypto cryptocurrencies bitcoin e…",JNCA,10868,198,0,Wed May 23 11:38:45 +0000 2018,0.765,8314.785
999253301559472128,🚀🚀🚀🚀TIX/BTC📶 Prezzo: 0.0000506⚠ Stop Lost: 0.0000460📈 Obiettivi:💥  Short Target --&gt; 0.0000560💥  Mid Target… /K52UzDBciA,Crypto Segnali,60,0,0,Wed May 23 11:38:46 +0000 2018,-0.5423,-33.0803
999253302389817344,"RT : Hello, Bleutradians!! Tell us what  Coin/Token do you wanna see on Bleutrade!!Tell us. We want to know.bleutrade exchan…",Melissa Marquez,0,1034,0,Wed May 23 11:38:47 +0000 2018,0.3544,0.3544
999253303841116166,"RT : New Study: 20% of ICOs Are Scams, But Investors Aren’t Fazed /cExqsK0y8r newsoftheweek Bitcoin blockc…",40 yrs of darkness,913,2,0,Wed May 23 11:38:47 +0000 2018,-0.34,-310.76000000000005
999253304138924032,"Copy successful traders automatically with Bitcoin! 💰💰I copy ""KaizenTrader"". Do you?➡️ /4Ui4qnMWz2… /a9HJ3zyPbj",SoniaRees,8,0,0,Wed May 23 11:38:47 +0000 2018,0.6239,5.6151
999253308375093250,When there's no way there's always a way which only comes when you are ready to switch to new path 😊motivation… /M3xyWLxaLw,Blessing Of Bliss,90,0,3,Wed May 23 11:38:48 +0000 2018,0.0772,28.100800000000003
999253308392001537,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Oleg,8,12420,0,Wed May 23 11:38:48 +0000 2018,0.0,0.0
999253308685651968,"RT : BTC long-term MAs (50,100 &amp; 200) are aligned in favor of the bears...100MA located above 50MA, and 200MA stationed…",Ionescu Doru HODL,51,4,0,Wed May 23 11:38:48 +0000 2018,0.4019,20.898799999999998
999253309646131201,RT : 🔝34 Disruptive Tech of 4IR Industry40Blockchain FinTechIoT IIoT IoE4D/3DPrintingAR VR MR XRDrones…,pierre le grand,1746,33,0,Wed May 23 11:38:48 +0000 2018,-0.3182,-555.8954
999253317673943040,RT : Business Travel Consultant NWLondon area-Salary up to £30KApply! /Rba4aASoVA TravelJobs BusinessTravel Bu…,Jobs in London,230,2,0,Wed May 23 11:38:50 +0000 2018,0.0,0.0
999253321692004352,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Kevin Jung,6,12420,0,Wed May 23 11:38:51 +0000 2018,0.0,0.0
999253325408124929,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,sagor shaha,177,3095,0,Wed May 23 11:38:52 +0000 2018,0.0,0.0
999253326721110016,RT : STREAMYCOIN (500 SC) AIRDROP Token (250 SC TOKENS PER REFERRAL) airdrop bounty BTC xrp freetoken Crypto ETH NEO6 …,ChuezeJO,3,2980,0,Wed May 23 11:38:52 +0000 2018,0.0,0.0
999253326721110016,RT : STREAMYCOIN (500 SC) AIRDROP Token (250 SC TOKENS PER REFERRAL) airdrop bounty BTC xrp freetoken Crypto ETH NEO6 …,ChuezeJO,3,2980,0,Wed May 23 11:38:52 +0000 2018,0.0,0.0
999253333008437249,RT : Craig Wright - Bcash vs Jack Liao - Bitcoin Gold in Taiwan. fakesatoshi bitcoin…,bitcoinplaza,9401,652,0,Wed May 23 11:38:54 +0000 2018,0.0,0.0
999253359449202688,RT : Watching all the sheep jump off a cliff with the technical analyst sell signals is beyond amusing ... they have absolutely…,Rafael T.,134,66,0,Wed May 23 11:39:00 +0000 2018,0.3818,51.543
999253360887894016,"RT : What can you buy with bitcoin? Realestate in Dubai, a diamond ring, a round-the-world cruise – check the full list of the…",проценко наталья,257,2020,0,Wed May 23 11:39:01 +0000 2018,0.34,87.72000000000001
999253362955743232,Want to help crypto reach mass adoption? ARAW's mission is rewarding your regular shopping with crypto! Use my refe… /Qdtxu89bLM,Sic58 F.C.,303,0,0,Wed May 23 11:39:01 +0000 2018,0.7777,236.42079999999999
999253371667255296,RT : When you are willing to defend Crypto no mater the cost! 😱🙌🏼👍 cryptocurrency bitcoin ICO investment trading expertbitco…,"Cryptocurrencies, ICOs, BTC, ETH, and more",18289,61,0,Wed May 23 11:39:03 +0000 2018,-0.3595,-6575.255
999253372044800000,The most interesting project this year. I'm a part of it and I am very proud! I recommend it  to everyone. Stay tun… /dJondhtCk0,ICOs Make Me Rich,5472,0,2,Wed May 23 11:39:03 +0000 2018,0.8575,14079.2925
999253374297149440,Bitcoin BTC Earn Bitcoin for Viewing Ads  BTCClicks   Bitcoin/f4kwLq2uf4,Crypto ABC 123,627,0,0,Wed May 23 11:39:04 +0000 2018,0.0,0.0
999253376255787009,RT : INCLUDECOIN (500 INCO) AIRDROP Tokens Airdrop PHASE 2 (100 INCO TOKENS PER REFERRAL) airdrop bounty BTC NEO ETH free…,Babatunde Eniola F,93,2309,0,Wed May 23 11:39:04 +0000 2018,0.0,0.0
999253378239578113,RT : KuCoin is launching a new promotion. We are offering 3 BTC giveaway. All you need to do is:1. Follow . Retweet…,ddeli,314,10619,0,Wed May 23 11:39:05 +0000 2018,0.0,0.0
999253381284843520,RT : Machine  learning 😎======≠=================≠============......compilation codingstyle linux robotics programming…,Sam_Fox_Bot,382,6,0,Wed May 23 11:39:05 +0000 2018,0.0,0.0
999253383054856192,Tari Introduces a Blockchain Protocol for Digital Assets Built on Monero /MTNHaZDbGy via Bitcoin Magazine,LehighValleyBitcoin,199,0,0,Wed May 23 11:39:06 +0000 2018,0.1779,35.58
999253385638481920,"RT : ""Forks and Airdrops come with a built-in user base (generally bitcoin HODLers ) and were much more significant to the ove…",Yuriko,990,289,0,Wed May 23 11:39:07 +0000 2018,0.2716,269.1556
999253385865060352,"RT : Join the CalChain Airdrop. CalChain is airdropping 6,000 CALC TOKENS valued at  $600, you will also earn  up to 2,000 CALC to…",#яσвєят αℓєχαи∂єя .#,134,7660,0,Wed May 23 11:39:07 +0000 2018,0.6249,84.3615
999253387119128577,RT : 💰100.00 Litecoin giveaway !!!!!!!!!!!!💲💲💲💰💰💰Like this tweetRetweet💰Comment your Litecoin addresss In the comments 💰💰💰💰…,Christine Popp,23076,54,0,Wed May 23 11:39:07 +0000 2018,0.0,0.0
999253392437456896,RT : KuCoin is launching a new promotion. We are offering 3 BTC giveaway. All you need to do is:1. Follow . Retweet…,Mazer,21,10619,0,Wed May 23 11:39:08 +0000 2018,0.0,0.0
999253394337431552,RT : Crypto currency Is it backed by anythingAll smoke and mirrors???MissUSA cryptocurrencynews cryptomining altcoin…,❤️ Camila J. ❤️,975,3,0,Wed May 23 11:39:09 +0000 2018,0.163,159.088
999253395251847173,"RT : Aussie Govt Considers Blockchain for Services, Welfare Payments - /EWjSO4TQmT bitcoin blockchain",Business&Tech News,3148,3,0,Wed May 23 11:39:09 +0000 2018,0.0,0.0
999253408623325184,"Read - "" Tari Introduces a Blockchain Protocol for Digital Assets Built on Monero"" /BwaSLmWmJP Bitcoin BTC New Update",฿itcoin #BTC Bits,20520,0,0,Wed May 23 11:39:12 +0000 2018,0.1779,3650.6859
999253418098163712,"In Chicago, Blockchain Capital of TheUniverseYuge BreakingNewsOur group led by ,… /RhDkQ9P3WT","Wm Favre Slater, III",3715,4,8,Wed May 23 11:39:14 +0000 2018,0.0,0.0
999253428000833537,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Toan Nguyen Thanh,4,12420,0,Wed May 23 11:39:17 +0000 2018,0.0,0.0
999253428097335307,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,jefrychai,81,12420,0,Wed May 23 11:39:17 +0000 2018,0.0,0.0
999253429821227013,Bank of America Secures Another Permissioned Blockchain Patent - /ZvbQRHjC6W crypto bitcoin blockchain,CryptoNewswire 🌐,9256,0,0,Wed May 23 11:39:17 +0000 2018,0.3182,2945.5773999999997
999253431545102336,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,Joshua Gabriel,239,3095,0,Wed May 23 11:39:17 +0000 2018,0.0,0.0
999253434749480961,Get a Bitcoin with SNS! Futurenet Bitcoin /deQ4xakB45 /Jf39CDRRSS,Yoshihiro Nishi,12572,0,0,Wed May 23 11:39:18 +0000 2018,0.0,0.0
999253435424919553,Bitcoin Technical AnalysisRead Now: /v2UqLFQvbvBitcoin bitcoin forextrading forex USD /JZu1GhpZYV,Worldlivemarkets.com,244,0,0,Wed May 23 11:39:18 +0000 2018,0.0,0.0
999253441074606081,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,cryptocj,226,3095,0,Wed May 23 11:39:20 +0000 2018,0.0,0.0
999253453229576192,"RT : Technical Analysts do not like bitcoin $BTC at $8,000 ... but they will like it at $12,000? My nine-year old nephew could…",Bishal Paul,276,42,0,Wed May 23 11:39:23 +0000 2018,-0.4973,-137.7521
999253453644775425,Good team FixyNetwork Fixy Network is proud to announce its new partnership with PLANEXFixyNetwork PlanEx… /eYwtEiHY4f,Nguyễn Tường Vi,2758,0,0,Wed May 23 11:39:23 +0000 2018,0.7184,1982.0656000000001
999253455477919744,RT : GRAPHICALCOIN (200 GC) AIRDROP Token ROUND 2 (100 GC TOKENS PER REFERRAL) ROUND 2 airdrop bounty BTC xrp freetoken…,Anna,0,4534,0,Wed May 23 11:39:23 +0000 2018,0.0,0.0
999253459336663040,It's more clear now why they are attacking so much iota? They are bitcoin bagholder  clear… /eY8e95DjLD,TinyWorkshop,34,0,0,Wed May 23 11:39:24 +0000 2018,-0.0276,-0.966
999253463912665088,RT : GIN CASH early backers bounty distribution phase 3/10! Claim 100.000 GIN CASH right now. Follow the 3 steps below to get your…,Akira Ono,151,3095,0,Wed May 23 11:39:25 +0000 2018,0.0,0.0
999253467091922945,"RT : Get a better understand of miBoodle, by watching the latest video from our CEO about how miBoodle works &amp; how it will he…",Bobbi Cass,11077,15,0,Wed May 23 11:39:26 +0000 2018,0.4404,4878.7512
999253468236959746,"RT : Dear Friends,Welcome to our Twitter! Please check this new article about our project! This is a short introduction to SBCo…",Алексей,11930,113,0,Wed May 23 11:39:26 +0000 2018,0.6688,7979.452799999999
999253492261892096,"RT : SYNIX token is back for good!!!Free Airdrops continues when followers = 7,000FollowLikeRetweetComment your ETH addr…",Qamar Ali,640,591,0,Wed May 23 11:39:32 +0000 2018,0.0,0.0
999253498934870017,VertChain Airdrop 2 is now liveEach users will receive 3000 VTC tokens worth $700 and also get 1500 VTC tokens $3… /Wk7CJVMtph,Lukman,838,0,0,Wed May 23 11:39:34 +0000 2018,0.2263,189.8657
999253502902788096,RT : Acorn are partnered with Bancor!/FHygeCsUUNCrowdfundingForEveryone Crowdfunding Startup Blockchain …,ruhul amin,1222,37,0,Wed May 23 11:39:34 +0000 2018,0.0,0.0
999253503968067585,SUMMER SALE NOWONSelling TCC accountFor sale:10bitIf you are interestedPlease contact or DM mebitcoinbitregionEthereumDM,kapo,587,0,0,Wed May 23 11:39:35 +0000 2018,0.0,0.0
999253505096409088,"RT : $20K: Everyone is ""in for the tech"".$13K: Everyone is panicking.$8K: Everyone is out. ...$50K: Everyone is ""in for…",Bishal Paul,276,395,0,Wed May 23 11:39:35 +0000 2018,0.0,0.0
999253508577607681,RT : Bitcoin in Brief Wednesday: McAfee Predicts Bull Run Led by Institutional Investors as Crypto Markets Dip /2VGIoZsgl…,emir anhar,84,58,0,Wed May 23 11:39:36 +0000 2018,0.0,0.0
999253514248380416,RT : Bitcoin is in the consolidation phase.. Whales are waiting for buyers and sellers to reach equilibrium before the next bu…,Rafael T.,134,44,0,Wed May 23 11:39:37 +0000 2018,0.0258,3.483
999253518874791936,"RT CoinDeskMarkets: BTC BTCUSD CoinDesk's Bitcoin Price Index fell to $7,813 - the lowest level since April 13.… /DB3RfF7mny",Veki,1581,0,0,Wed May 23 11:39:38 +0000 2018,-0.3818,-604.0075999999999
999253530878738432,RT : SPECIAL RoyalWedding RoyalWedding2018 HarryandMeghan Bonus=&gt;  2018 SpritzCoinEligible-LIKE +RT-fill in …,cahyadi,389,212,0,Wed May 23 11:39:41 +0000 2018,0.5319,207.441
999253532778881025,uber EVTXPA69UE free gratis sdv RT : uber EVTXPA69UE free gratis sdv RT : good morning… /A1jClSp9xz,JonyDK,279,0,0,Wed May 23 11:39:42 +0000 2018,0.8997,251.91600000000003
999253542601920512,RT : Take your place among the worlds biggest cryptocurrency investors here in /jsaw4VTWv2. Sign up now and get…,Silver kings,152,1937,0,Wed May 23 11:39:44 +0000 2018,0.0,0.0
999253546670243840,Impressio bitcoin litecoin etherum with the platform you are opportune for instant withdrawal.,saymon321,5957,0,1,Wed May 23 11:39:45 +0000 2018,0.4215,5022.594
999253547488292864,RT : ⚡️Hurry! We will choose 25 random followers to win 0.2 ETH⚡️🚀Please Support Alphacrypt Token🚀1. FOLLOW2. LIKE AND RETW…,akintobi precious,295,295,0,Wed May 23 11:39:45 +0000 2018,0.8757,259.2072
999253558426910720,RT : What’s the rub in volatile cryptocurrency markets?/ZtSnih5qRg blockchain btc crypto cryptocurrency bitcoi…,Kikis agustina #JibbitICO,4785,298,0,Wed May 23 11:39:48 +0000 2018,0.0,0.0
999253558661959680,RT : ⚡️⚡️We will choose 25 random followers to win 0.2 ETH⚡️⚡️🚀Please Support Alphacrypt Token🚀1. FOLLOW2. LIKE AND RETWEET…,Bamigboye kayode Samuel,76,273,0,Wed May 23 11:39:48 +0000 2018,0.8668,66.7436
999253561518182400,"RT : Whitepaper in  (Russian, Korean, Chinese, Italian and Portuguese ) These Languages are coming in the next 48 hours hashcar…",Ha Le,9296,374,0,Wed May 23 11:39:48 +0000 2018,0.0,0.0
999253583181697026,RT : XinFin's XDCE listed on ./cYD6AeczeKNewtoken exchanges Bitcoin GetBTC trading Cryptotrad…,Jeff YC Chin,162,22,0,Wed May 23 11:39:54 +0000 2018,0.0,0.0
999253584691712000,RT : We are happy to announce that our new airdrop program is officially live! Visit /lVOlgq2Fu5  for more info!Ai…,minh tung,18,7353,0,Wed May 23 11:39:54 +0000 2018,0.6467,12.287300000000002
999253588990980096,"RT : Genuine q: if blockchain is so secure, how…",#notinmyname,1119,1,0,Wed May 23 11:39:55 +0000 2018,0.4795,537.04
999253597639524352,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Nn2271,0,12420,0,Wed May 23 11:39:57 +0000 2018,0.0,0.0
999253604077797376,RT : Want to learn more about RealEstate Investing? Check out this workshop with Clem Sunter! WealthMigrate WealthE Block…,Lil,2022,934,0,Wed May 23 11:39:59 +0000 2018,0.1511,305.67530000000005
999253609182199808,Daily Bitcoin Forex signal : /R4zDqWrW8O /wZv6piXL1c,DailyForex,38639,0,1,Wed May 23 11:40:00 +0000 2018,0.0,0.0
999253610859933696,RT : Want to learn more about RealEstate Investing? Check out this workshop with Clem Sunter! WealthMigrate WealthE Block…,Bitcoin Queen,8706,934,0,Wed May 23 11:40:00 +0000 2018,0.1511,1315.6277
999253615444283392,"There are currently 1,407 unconfirmed Bitcoin transactions. bitcoin btc $BTC",Unconfirmed Txns,1931,0,0,Wed May 23 11:40:01 +0000 2018,-0.128,-247.296
999253626735357952,"RT : SYNIX token is back for good!!!Free Airdrops continues when followers = 7,000FollowLikeRetweetComment your ETH addr…",Charles Opara,203,591,0,Wed May 23 11:40:04 +0000 2018,0.0,0.0
999253630032142336,Projects are very good solution to answer your problem definitely profit to join us XchangeRate… /R3ROBWK6BT,Camellia,10260,0,0,Wed May 23 11:40:05 +0000 2018,0.8712,8939.3832
999253636407484416,Former Obama Aide Targeted by Anti-Bitcoin Political Ad for Accepting Crypto DonationsBitcoin Donations USA… /6Q1oCMeBto,LiveMarketCap News,1532,1,0,Wed May 23 11:40:06 +0000 2018,0.3818,585.2994
999253649225269248,RT : KuCoin is launching a new promotion. We are offering 3 BTC giveaway. All you need to do is:1. Follow . Retweet…,uuit,38,10619,0,Wed May 23 11:40:09 +0000 2018,0.0,0.0
999253654543757312,"RT : SYNIX token is back for good!!!Free Airdrops continues when followers = 7,000FollowLikeRetweetComment your ETH addr…",Cryptocurrologist,50,591,0,Wed May 23 11:40:11 +0000 2018,0.0,0.0
999253661992669185,"The Bitmillex Pre-ICO is Live!!! Start Price $0.25, (50% off final ICO Price) visit… /XBZwy1JchO",NataliaZoZo,13839,0,2,Wed May 23 11:40:12 +0000 2018,0.0,0.0
999253664249405442,Buy TRX coin At Binance or Bittrex Exhange!HOLD Till 1 OF JUNE FOR GOOD PROFITE!Sell At 1050-1200-1400btc… /E3YnQcF4Cr,hammad khan,22,0,0,Wed May 23 11:40:13 +0000 2018,0.639,14.697000000000001
